PRODUCTNAME;DESCRIPTION;IMGURL;PRICE;CODE;SLEVA;KATEGORIE;PARAMETRY;AKCE;DOPORUCUJEME;DAREK;MATERIAL;DOSTUPNOST;STANDARD_PRICE;ROZMERY;BARVY
ratanová sedací souprava GLOBE;Ratanová sedací souprava GLOBE je praktická a originálně vyrobená sedací souprava. Konstrukce ratanové sedací soupravy je aluminiová, veškeré plochy jsou pokryty bílým výpletem z umělého ratanu. Sedací souprava je prakticky nezničitelná, nepodléhá korozi ani změně povrchu materiálu sedacích ploch. Neváhejte s využitím na vaší zahradě, či u bazénu. Umělý ratan je v současné době velmi využívaný vzhledem ke svým vlastnostem a malými nároky na údržbu.. Výborná skladnost - 2 křesla + stolek lze složit do sebe viz. obrázky. Sedáky černé barvy jsou součástí ratanové sedací soupravy.;/nabytek_doplnky/nahledy/etp-sf124-globe_-sedaci-souprava--umely-ratan-obrazek1.jpg, /nabytek_doplnky/nahledy/etp-sf124b-globe_-kreslo-umely-ratan-obrazek1.jpg, /nabytek_doplnky/nahledy/etp-sf124b-globe_-kreslo-umely-ratan-obrazek2.jpg, /nabytek_doplnky/nahledy/etp-sf124-globe_-sedaci-souprava--slozena-umely-ratan-obrazek1.jpg;8349;ETP-SF124;;sedaci soupravy a jídelní soupravy z umělého ratanu;hloubka sedu s polstrem 60 cm výška sedu s polstrem 41 cm šířka křesla 73 cm výška křesla 71 cm maximální nosnost 120 kg výška stolku 55 cm odstín bílý průměr skleněné desky 50 cm;0;0;0;Kov;2 až 3 týdny;0;;
ratanová židle SEATTLE NATUR- konstrukce borovice;Jídelní židle SEATTLE NATUR - originální kus exotického nábytku v naší nabídce - novinka. Konstrukce jídelní židle je vyrobena z borovice, opěrná i sedací plocha je tvořena výpletem z přírodního ratanu ve světlém provedení.(ratan). Praktická ratanová židle za přijatelnou cenu je tu pro vás skladem. Součástí židle je sedák barvy bílé.;/nabytek_doplnky/nahledy/z006s-natur_-_jidelni-zidle-borovice-bananovy-list-obrazek1.jpg, /nabytek_doplnky/nahledy/z006s-natur_-_jidelni-zidle-borovice-bananovy-list-obrazek2.jpg, /nabytek_doplnky/nahledy/z006s-natur_-_jidelni-zidle-borovice-bananovy-list-obrazek3.jpg, /nabytek_doplnky/nahledy/z006s-natur_-_jidelni-zidle-borovice-bananovy-list-obrazek4.jpg;1500.4;Z006S-NATUR;;ratanové jídelní židle, ratanové barové židle;šířka židle 47 cm hloubka židle 50 cm výška sedu 47 cm hloubka sedu 39 cm výška opěradla 100 cm maximální nosnost 130 kg odstín konstrukce světlý - borovice;0;0;0;Borovicové dřevo;2 až 3 týdny;0;;
stolek -velký- vodní hyacint;Stolek z exotického materiálu tzv. vodní hyacint. Konstrukce stolku je kovová, celý povrch je tvořen výpletem z listů vodního hyacintu. Stolek z vodního hyacintu lze využít jako odkládací nebo obývací stolek.Neváhejte s objednávkou tohoto exotického stolku ke zkrášlení vašeho interieru. Skladem máme pro vás poslední kusy.;/nabytek_doplnky/nahledy/stwh0019a-stolek-maly-svetly-vodni-hyacint-kov-obrazek1.jpg;580.8;STWH0019;;ratanové stolky z mořské trávy, vodního hyacintu a banánového listu;výška 46,5 cm šířka x délka 40,5 cm x 80 cm odstín světlý - přírodní;0;0;0;Kov;2 až 3 týdny;0;;
taburet SCRABBLE - vodní hyacint;Taburet SCRABBLE je kombinací nádherného designu a funkčnosti. Konstrukci taburetu tvoří mahagonové dřevo. Povrch taburetu vyniká originalitou a funkčností výpletu ze svazků vodního hyacintu v přírodním odstínu.. Neváhejte a zkrášlete si tímto originálním kouskem svůj interier.Součástí je bílý sedák.;/nabytek_doplnky/nahledy/s046b-scrabble-stolek-bananovy-list-mahagon-obrazek1.jpg, /nabytek_doplnky/nahledy/s046b-scrabble-stolek-bananovy-list-mahagon-obrazek2.jpg;847;S046b;;křesla a pohovky z mořské trávy, vodního hyacintu a banánového listu;výška bez sedáku / se sedákem 43 cm / 48 cm šířka x délka 40 x 48 cm síla obruče 10 cm odstín přírodní - hnědý;0;0;0;Mahagonové dřevo;2 až 3 týdny;0;;
ratanové dvoulůžko -obloukové čelo- světlé;Ratanové dvoulůžko je originální ruční výrobek s výpletem z ratanového proutí. Konstrukce dvoulůžka je z borovicového dřeva .Součástí je obloukové čelo. Prodáváme bez matrace a bez roštu. Neváhejte s objednávkou exotického dvoulůžka za příznivou cenu!;/nabytek_doplnky/nahledy/pl04s_ratanove-dvojluzko-obrazek1.jpg, /nabytek_doplnky/nahledy/pl02s_ratanove-dvojluzko-obrazek1.jpg, /nabytek_doplnky/nahledy/pl04s_ratanove-dvojluzko2-obrazek1.jpg, /nabytek_doplnky/nahledy/pl04s_ratanove-dvojluzko2-obrazek3.jpg;5892.7;PL04S-V;;ratanový nábytek - výprodej;výška čela 97 cm šířka x délka / vnější rozměr/ 198 x 213 cm odstín světlý;0;0;0;Ratan;2 až 3 týdny;0;;
ratanové dvoulůžko- hranaté čelo - světlé;Ratanové dvoulůžko je originální ruční výrobek s výpletem z ratanového proutí. Konstrukce dvoulůžka je z borovicového dřeva .Součástí je rovné čelo. Prodáváme bez matrace a bez roštu. Neváhejte s objednávkou exotického dvoulůžka za příznivou cenu!;/nabytek_doplnky/nahledy/pl03s_ratanove-dvojluzko-obrazek2.jpg, /nabytek_doplnky/nahledy/pl02s_ratanove-dvojluzko-obrazek1.jpg, /nabytek_doplnky/nahledy/pl04s_ratanove-dvojluzko2-obrazek1.jpg, /nabytek_doplnky/nahledy/pl04s_ratanove-dvojluzko2-obrazek3.jpg;5892.7;PL03S-V;;ratanový nábytek - výprodej;výška čela 74 cm šířka x délka / vnější rozměr/ 170 x 218 cm odstín světlý;0;0;0;Ratan;2 až 3 týdny;0;;
ratanové jednolůžko - světlé;Ratanové jednolůžko je originální ruční výrobek. Konstrukce je z ratanu. Prodáváme bez roštu a bez matrace. Neváhejte s objednávkou exotického jednolůžka za příznivou cenu. Skladem máme pro Vás 2 poslední kusy!;/nabytek_doplnky/nahledy/pl01s_ratanove-jednoluzko-obrazek1.jpg, /nabytek_doplnky/nahledy/pl01s_ratanove-jednoluzko-obrazek2.jpg, /nabytek_doplnky/nahledy/pl01s_ratanove-jednoluzko-obrazek3.jpg;1609.3;PL01S-V;;ratanový nábytek - výprodej;výška čela 100 cm šířka x délka / vnější rozměr/ 98 x 207 cm odstín světlý;0;0;0;Ratan;2 až 3 týdny;0;;
květináč - vodní hyacint - sada 3 kusů;Květináč z vodního hyacintu ve světlém přírodním odstínu. Konstrukce exotického květináče je kovová, obvodové plochy tvoří výplet z listů vodního hyacintu. Půdorys květináče je čtvercový. Květináč vám nabízíme ve třech variantách velikosti. Při koupi celé sady 3 květináčů, získáte výhodnější cenu oproti nákuou jednotlivých kusů - v nabídce - související zboží.;/nabytek_doplnky/nahledy/gn00013d-kvetinac-vodni-hyacint-sada-3-kusy-obrazek1.jpg, /nabytek_doplnky/nahledy/gn00013d-kvetinac-vodni-hyacint-sada-3-kusy-obrazek2.jpg, /nabytek_doplnky/nahledy/gn00013da-kvetinac-maly-vodni-hyacint-obrazek1.jpg, /nabytek_doplnky/nahledy/gn00013db-kvetinac-stredni-vodni-hyacint-obrazek1.jpg, /nabytek_doplnky/nahledy/gn00013dc-kvetinac-velky-vodni-hyacint-obrazek1.jpg;1149.5;GN0013Dabc;;květináče z vodního hyacintu;výška 28,5 cm, 39 cm délka strany (vrchní) 29,5 cm, 39 cm ŠxDxV vnitřní výplně (menší) 22 cm x 22 cm x 19,5 cm ŠxDxV vnitřní výplně (větší) 30 cm x 30 cm x 22,5 cm odstín světlý - přírodní;0;0;0;Kov;2 až 3 týdny;0;;
květináč - vodní hyacint - sada 3 kusů;Exotický květináč konického tvaru s vkusným lemem v horní části. Za zvýhodněnou cenu vám nabízíme sadu 3 květináčů jako celek. Konstrukce květináčů je kovová, povrch je tvořen výpletem z listů vodního hyacintu v přírodním - světlém odstínu. Květináče vám dodáme se zinkovou vložkou v černé barvě, která vyplňuje vnitřek jednotlivých květináčů. Květináče jsou pro využití ve vnitřním prostoru. Jednotlivě lze květináče také objednat - v nabídce, jako produkt související. Neváhejte s objednávkou zvýhodněné ceny celé sady3 kusů exotického květináče.;/nabytek_doplnky/nahledy/vaw23026-kvetinac-vodni-hyacint-sada-3-kusy-obrazek1.jpg, /nabytek_doplnky/nahledy/vaw23026-kvetinac-vodni-hyacint-sada-3-kusy-obrazek2.jpg, /nabytek_doplnky/nahledy/vaw23026a-kvetinac-maly-vodni-hyacint-obrazek1.jpg, /nabytek_doplnky/nahledy/vaw23026b-kvetinac-stredni-vodni-hyacint-obrazek1.jpg, /nabytek_doplnky/nahledy/vaw23026c-kvetinac-velky-vodni-hyacint-obrazek1.jpg;1415.7;VAW23026abc;;květináče z vodního hyacintu;výška 30 cm, 36 cm, 45 cm průměr (vrchní) 28 cm, 38 cm, 50 cm odstín světlý - přírodní;0;0;0;Kov;2 až 3 týdny;0;;
květináč - vodní hyacint - sada 3 kusů;Tři exotické květináče za velmi výhodnou cenu jako celek. Květináče mají čtvercový půdorys, vrchní část je mírně konická. Stabilní konstrukce je kovová, povrch je tvořen výpletem z listů vodního hyacintu ve světlém přírodním odstínu. Součástí každého květináče je vnitřní zinková vložka. Zakoupit můžete i jednotlivé květináče samostatně - v nabídce - produkt související. Neváhejte s objednávkou cenově výhodnější nabídky - zakoupení celé sady 2 kusů exotických květináčů.;/nabytek_doplnky/nahledy/OBWH0003-kvetinac-sada-3-kusy-kov-vodni-hyacint-svetly-obrazek1.jpg, /nabytek_doplnky/nahledy/OBWH0003-kvetinac-sada-3-kusy-kov-vodni-hyacint-svetly-obrazek2.jpg, /nabytek_doplnky/nahledy/OBWH0003a-kvetinac-maly-svetly-kov-vodni-hyacint-obrazek1.jpg, /nabytek_doplnky/nahledy/OBWH0003a-kvetinac-maly-svetly-kov-vodni-hyacint-obrazek2.jpg, /nabytek_doplnky/nahledy/OBWH0003a-kvetinac-maly-svetly-kov-vodni-hyacint-obrazek3.jpg, /nabytek_doplnky/nahledy/OBWH0003b-kvetinac-stredni-svetly-kov-vodni-hyacint-obrazek1.jpg, /nabytek_doplnky/nahledy/OBWH0003b-kvetinac-stredni-svetly-kov-vodni-hyacint-obrazek2.jpg, /nabytek_doplnky/nahledy/OBWH0003c-kvetinac-velky-svetly-kov-vodni-hyacint-obrazek1.jpg, /nabytek_doplnky/nahledy/OBWH0003c-kvetinac-velky-svetly-kov-vodni-hyacint-obrazek2.jpg;1149.5;OBWH-0003abc;;květináče z vodního hyacintu;výška 39 cm, 57 cm, 68 cm šířka x délka (vrchní strana) 26 cm x 26 cm, 36 cm x 36 cm, 50 cm x 50 cm výška zinkové vložky 12 cm, 15 cm, 16 cm Š x D vložky (spodní) 12,5 cm x 12,5 cm, 17 cm x 17 cm, 24 cm x 24 cm Š x D vložky (vrchní) 17 cm x 17 cm, 27 cm x 27 cm, 40 cm x 40 cm odstín světlý - přírodní;0;0;0;Kov;2 až 3 týdny;0;;
květináč - vodní hyacint - sada 2 kusů;Exotický květináč do vašeho bytu či zimní zahrady. Květináč má kovovou konstrukci, povrch je tvořen výpletem z listů vodního hyacintu ve světlém přírodním odstínu. Půdorys květináče je čtvercový, tvar konický. Za výhodnou cenu si koupíte sadu 2 kusů květináčů. Květináče jednotlivě objednejte dále v nabídce - produkt - související. Neváhejte s nabídkou celé sady za zvýhodněnou cenu.;/nabytek_doplnky/nahledy/GN135cd-kvetinac-sada-2-kusy-kov-vodni-hyacint-obrazek1.jpg, /nabytek_doplnky/nahledy/GN135c-kvetinac-maly-kov-vodni-hyacint-obrazek1.jpg, /nabytek_doplnky/nahledy/GN135c-kvetinac-maly-kov-vodni-hyacint-obrazek2.jpg, /nabytek_doplnky/nahledy/GN135d-kvetinac-velky-kov-vodni-hyacint-obrazek1.jpg, /nabytek_doplnky/nahledy/GN135d-kvetinac-velky-kov-vodni-hyacint-obrazek1.jpg;1149.5;GN135cd;;květináče z vodního hyacintu;výška 63 vm, 72 cm šířka x délka (vrchní) 38 cm x 38 cm, 45 cm x 45 cm ŠxDxV vnitřní výplně 35 cm x 35 cm x 18 cm / 42 cm x 42 cm x 19 cm odstín světlý - přírodní;0;0;0;Kov;2 až 3 týdny;0;;
květináč - vodní hyacint - sada 3 kusů;Exotický květináč nabízený v sadě 3 kusů. Konstrukce květináčů je kovová, povrch je tvořen výpletem z listů vodního hyacintu ve světlém - přírodním odstínu. Půdorys květináčů je kovový, vnitřek květináče je vyplněn fólií. Sadu 3 květináčů doporučujeme si objednat jako celek za výhodnou cenu. Libovolný květináč ze sady si můžete objednat i samostatně v nabídce - související produkt.;/nabytek_doplnky/nahledy/GN0003D-kvetinac-sada-3-kusy-vodni-hyacint-kov-obrazek1.jpg, /nabytek_doplnky/nahledy/GN0003Da-kvetinac-maly-vodni-hyacint-kov-obrazek1.jpg, /nabytek_doplnky/nahledy/GN0003Da-kvetinac-maly-vodni-hyacint-kov-obrazek2.jpg, /nabytek_doplnky/nahledy/GN0003Db-kvetinac-stredni-vodni-hyacint-kov-obrazek1.jpg, /nabytek_doplnky/nahledy/GN0003Db-kvetinac-stredni-vodni-hyacint-kov-obrazek2.jpg, /nabytek_doplnky/nahledy/GN0003Dc-kvetinac-velky-vodni-hyacint-kov-obrazek1-1.jpg, /nabytek_doplnky/nahledy/GN0003Dc-kvetinac-velky-vodni-hyacint-kov-obrazek2-1.jpg;629.2;GN0003Dabc;;květináče z vodního hyacintu;výška 39 cm, 29 cm, 23 cm šířka x délka (vrchní) 39 cm x 39 cm / 29 cm x 29 cm / 23 cm x 23 cm odstín světlý - přírodní;0;0;0;Kov;2 až 3 týdny;0;;
květináč - vodní hyacint - sada 2 kusů;Exotické květináče máme pro vás skladem. Konstrukce květináče je kovová, výplet je vytvořen z listů vodního hyacintu. Povrch květináčů je světle hnědý - přírodní. Půdorys květináčů je kovový, vnitřek je doplněn zinkovou vložkou v černé barvě. Květináče si objednejte jako sadu dvou kusů za výhodnější cenu. Květináče jsou určeny do interieru a můžete je zakoupit i jednotlivě - v nabídce - produkt související.;/nabytek_doplnky/nahledy/g462-kvetinac-vodni-hyacint-sada-2-kusy-obrazek1.jpg, /nabytek_doplnky/nahledy/g462-kvetinac-vodni-hyacint-sada-2-kusy-obrazek2.jpg, /nabytek_doplnky/nahledy/g462a-kvetinac-maly-vodni-hyacint-obrazek1.jpg, /nabytek_doplnky/nahledy/g462b-kvetinac-velky-vodni-hyacint-obrazek1.jpg, /nabytek_doplnky/nahledy/g301-kos-vodni-hyacint-deatail-obrazek1(2).jpg;617.1;G462ab;;květináče z vodního hyacintu;výška 30 cm, 36 cm průměr (vrchní) 28 cm, 38 cm odstín světlý - přírodní;0;0;0;Kov;2 až 3 týdny;0;;
květináč - vodní hyacint - sada 2 kusů;Exotický květináč kruhovoitého půdorysu a konického tvaru v naší nabídce. Stabilní konstrukce květináče je kovová, povrch je vytvořen výpletem z listů vodního hyacintu. Ke květináči náleží vnitřní zinková vložka. Květináče máme pro vás ve dvou variantách velikosti. Samostně lze květináč objednat - v nabídce - produkt související. Neváhejte s objednávkou celé sady, kdy je cena výhodnější.;/nabytek_doplnky/nahledy/gn0117d-kvetinac-sada-2-kusy-vodni-hyacint-kov-obrazek1.jpg, /nabytek_doplnky/nahledy/gn0117da-kvetinac-maly-vodni-hyacint-kov-obrazek2.jpg, /nabytek_doplnky/nahledy/gn0117da-kvetinac-maly-vodni-hyacint-kov-obrazek3.jpg, /nabytek_doplnky/nahledy/gn0117db-kvetinac-velky-vodni-hyacint-kov-obrazek1.jpg, /nabytek_doplnky/nahledy/gn0117db-kvetinac-velky-vodni-hyacint-kov-obrazek2.jpg, /nabytek_doplnky/nahledy/gn0117db-kvetinac-velky-vodni-hyacint-kov-obrazek3.jpg;1149.5;GN0117Dab;;květináče z vodního hyacintu;výška 34 cm / 40 cm průměr (vrchní) 38 cm / 50 cm výška zinkvé výplně 13 cm / 16 cm spodní průměr zinkvé výplně 20 cm / 27 cm vrchní průměr zinkové výplně 27 cm / 38 cm odstín světlý - přírodní;0;0;0;Kov;2 až 3 týdny;0;;
květináč - vodní hyacint - sada 3 kusů;Exotický květináč v několika velikostech skladem. Konstrukce květináče je kovová, plochy jsou vytvořeny velmi kvalitním ručním výpletem z listů vodního hyacintu. Květináč je vyroben do tvaru válce. Ke každému květináči náleží vnitřní vložka vyrobená ze zinku. Půdorys květináče je kruhový. Květináč vám nabízíme ve třech velikostech. Pokud si koupíte celou sadu květináčů, cena je výhodnější oproti nákupu samostatných kusů. Jednolivě lze květináč také zakoupit - v nabídce - produkt související. Neváhejte s objednávkou celé sady za příznivou cenu.;/nabytek_doplnky/nahledy/g217-kvetinac-vodni-hyacint-obrazek1.jpg, /nabytek_doplnky/nahledy/g217-kvetinac-vodni-hyacint-obrazek2.jpg, /nabytek_doplnky/nahledy/g41-kos-vodni-hyacint-detail-obraek1(2).jpg;508.2;G217abc;;květináče z vodního hyacintu;výška 15 cm, 20 cm, 25 cm průměr 18 cm, 20 cm, 22 cm odstín světlý - přírodní;0;0;0;Kov;2 až 3 týdny;0;;
obal na květináč - vodní hyacint - sada 2 kusů;Obal na květináče v tmavě hnědém odstínu. Objednejte si sadu dvou obalů na květináče vyrobených z exotického materiálu. Konstrukce obalu na květináče je kovová, ploch tvoří výplet z listů vodního hyacintu. Obaly mají kruhový půdorys. Doporučujeme nákup sady za výhodnou cenu. Samostatně si můžete koupit kterýkoliv z obalů - v nabídce, jako produkt související. Neváhejte však s objednávkou celé sady za příznivější cenu.;/nabytek_doplnky/nahledy/GN358T-obal-na-kvetinac-tmavy-sada-2-kusy-kov-vodni-hyacint-obrazek1.jpg, /nabytek_doplnky/nahledy/GN358Ta-obal-na-kvetinac-tmavy-maly-kov-vodni-hyacint-obrazek1.jpg, /nabytek_doplnky/nahledy/GN358Tb-obal-na-kvetinac-tmavy-velky-kov-vodni-hyacint-obrazek1.jpg;484;GN358Tab;;květináče z vodního hyacintu;výška 30 cm, 40 cm průměr 30 cm, 40 cm odstín tmavě hnědý;0;0;0;Kov;2 až 3 týdny;0;;
obal na květináč - světlý - sada 2 kusů;Obal na květináče ve světlém - přírodním odstínu. Objednejte si sadu dvou obalů na květináče vyrobených z exotického materiálu. Konstrukce obalu na květináče je kovová, ploch tvoří výplet z listů vodního hyacintu. Obaly mají kruhový půdorys. Doporučujeme nákup sady za výhodnou cenu. Samostatně si můžete koupit kterýkoliv z obalů - v nabídce, jako produkt související.;/nabytek_doplnky/nahledy/GN358S-obal-na-kvetinac-svetly-sada-2-kusy-kov-vodni-hyacint-obrazek1.jpg, /nabytek_doplnky/nahledy/GN358a-obal-na-kvetinac-maly-svetly-kov-vodni-hyacint-obrazek1.jpg, /nabytek_doplnky/nahledy/GN358b-obal-na-kvetinac-velky-svetly-kov-vodni-hyacint-obrazek1.jpg;484;GN358Sab;;květináče z vodního hyacintu;výška 30 cm, 40 cm průměr 30 cm, 40 cm odstín světlý - přírodní;0;0;0;Kov;2 až 3 týdny;0;;
květináč - vodní hyacint - sada 2 kusů;Exotické květináče máme pro vás skladem. Konstrukce květináče je kovová, výplet je vytvořen z listů vodního hyacintu. Povrch je lakován do tmavě hnědého odstínu. Půdorys květináčů je kovový, vnitřek je vyplněn fólií. Květináče si objednejte jako sadu dvou kusů za výhodnější cenu.. Květináče jsou určeny do interieru a můžete je zakoupit i jednotlivě - v nabídce, jako produkt související. Neváhejte s objednávkou celé sady za příznivou cenu.;/nabytek_doplnky/nahledy/GN462-kvetinac-tmavy-sada-2-kusy-kov-vodni-hyacint-obrazek1.jpg, /nabytek_doplnky/nahledy/GN462a-kvetinac-maly-tmavy-kov-vodni-hyacint-obrazek1.jpg, /nabytek_doplnky/nahledy/gn462b-kvetinac-velky-tmavy-kov-vodni-hyacint-obrazek1.jpg;423.5;GN462ab;;květináče z vodního hyacintu;výška 32 cm, 42 cm průměr (vrchní) 27 cm, 32 cm odstín tmavě hnědý;0;0;0;Kov;2 až 3 týdny;0;;
květináč - vodní hyacint - sada 2 kusů;Exotický květináč do vašeho bytu či zimní zahrady. Květináč má kovovou konstrukci, povrch je tvořen výpletem z listů vodního hyacintu ve světlém přírodním odstínu. Půdorys květináče je čtvercový, tvar konický. Za výhodnou cenu si koupíte sadu 2 kusů květináčů. Květináče můžete objednat i jednotlivě - v nabídce, jako produkt související.;/nabytek_doplnky/nahledy/GN135ab-kvetinac-sada-2-kusy-kov-vodni-hyacint-obrazek1.jpg, /nabytek_doplnky/nahledy/GN135a-kvetinac-maly-kov-vodni-hyacint-obrazek1.jpg, /nabytek_doplnky/nahledy/GN135b-kvetinac-velky-kov-vodni-hyacint-obrazek1.jpg;423.5;GN135ab;;květináče z vodního hyacintu;výška 41 cm, 52 cm šířka x délka (vrchní) 29 cm x 29 cm, 31 cm x 31 cm odstín světlý - přírodní;0;0;0;Kov;2 až 3 týdny;0;;
květináč - vodní hyacint - sada 2 kusů;Exotický květináč v naší nabídce přírodních doplňků pro váš domov. Konstrukce květináče je kovová, půdorys kruhový. Květináč je mírně konického tvaru. Ke květináči náleží vnitřní zinková vložka. Květináče lze zakoupit i jednotlivě - v nabídce, jako produkt související. Neváhejte s objednávkou celé sady za zvýhodněnou cenu.;/nabytek_doplnky/nahledy/gn0122d-sada-2-kvetinace-tmave-vodni-hyacint-kov-obrazek1(1).jpg, /nabytek_doplnky/nahledy/gn0122da-kvetinac-maly-tmavy-vodni-hyacint-kov-obrazek1(2).jpg, /nabytek_doplnky/nahledy/gn0122db-kvetinac-velky-tmavy-vodni-hyacint-kov-obrazek1(1).jpg, /nabytek_doplnky/nahledy/gn0122db-kvetinac-velky-tmavy-vodni-hyacint-kov-obrazek2(2).jpg;968;GN0122Dab;;květináče z vodního hyacintu;výška 40 cm, 33 cm průměr (vrchní) 40 cm, 33 cm průměr x výška výplně 33 cm x 23 cm / 26 cm x 21 cm odstín tmavě hnědý;0;0;0;Kov;2 až 3 týdny;0;;
